11.66 -.37326588E+01
12.66 -.39700752E+01
13.72 -.41146212E+01
14.83 -.41851965E+01
16.00 -.41986698E+01
17.23 -.41688954E+01
18.52 -.41068692E+01
19.88 -.40209906E+01
21.30 -.39174723E+01
22.78 -.38014898E+01
24.33 -.36773725E+01
